Subject,Age,BFI1,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI2,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI3,BFI30,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,Education,Ethnicity_1,Ethnicity_2_01,Ethnicity_2_02,Ethnicity_2_03,Ethnicity_2_04,Ethnicity_2_05,Ethnicity_2_06,Gender,PO_Econ,PO_Gen,PO_Soc,a01accon,a01acinc,a01incon,a01ininc,a02accon,a02acinc,a02incon,a02ininc,a03accon,a03acinc,a03incon,a03ininc,a04accon,a04acinc,a04incon,a04ininc,a05accon,a05acinc,a05incon,a05ininc,a06accon,a06acinc,a06incon,a06ininc,a07accon,a07acinc,a07incon,a07ininc,a08accon,a08acinc,a08incon,a08ininc,a09accon,a09acinc,a09incon,a09ininc,a10accon,a10acinc,a10incon,a10ininc,a11accon,a11acinc,a11incon,a11ininc,a12accon,a12acinc,a12incon,a12ininc,ta01accon,ta01acinc,ta01incon,ta01ininc,ta02accon,ta02acinc,ta02incon,ta02ininc,ta03accon,ta03acinc,ta03incon,ta03ininc,ta04accon,ta04acinc,ta04incon,ta04ininc,ta05accon,ta05acinc,ta05incon,ta05ininc,ta06accon,ta06acinc,ta06incon,ta06ininc,ta07accon,ta07acinc,ta07incon,ta07ininc,ta08accon,ta08acinc,ta08incon,ta08ininc,ta09accon,ta09acinc,ta09incon,ta09ininc,ta10accon,ta10acinc,ta10incon,ta10ininc,ta11accon,ta11acinc,ta11incon,ta11ininc,ta12accon,ta12acinc,ta12incon,ta12ininc,td01accon,td01acinc,td01incon,td01ininc,td02accon,td02acinc,td02incon,td02ininc,td03accon,td03acinc,td03incon,td03ininc,td04accon,td04acinc,td04incon,td04ininc,td05accon,td05acinc,td05incon,td05ininc,td06accon,td06acinc,td06incon,td06ininc,td07accon,td07acinc,td07incon,td07ininc,td08accon,td08acinc,td08incon,td08ininc,td09accon,td09acinc,td09incon,td09ininc,td10accon,td10acinc,td10incon,td10ininc,td11accon,td11acinc,td11incon,td11ininc,td12accon,td12acinc,td12incon,td12ininc,missing_data,sum_action_proscript_greatbenef,sum_action_proscript_smallbenef,sum_action_prescript_greatbenef,sum_action_prescript_smallbenef,sum_inaction_proscript_greatbenef,sum_inaction_proscript_smallbenef,sum_inaction_prescript_greatbenef,sum_inaction_prescript_smallbenef,C,I,N,BFI1R,BFI21R,BFI26R,BFI7R,BFI17R,BFI27R,BFI3R,BFI8R,BFI28R,BFI14R,BFI19R,BFI24R,BFI10R,BFI20R,BFI30R,Extra,Agree,Con,Neuro,Open,C_artificial,N_artificial,I_artificial
139,19.0,4,1,1,2,4,1,2,4,1,5,1,4,2,4,4,4,4,4,3,2,2,5,1,4,5,5,2,2,1,4,3,2,1,0,0,0,0,0,2,3,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1512,1850,1968,2934,1950,2329,3442,5232,1783,2199,3059,2506,1697,1670,2184,4455,5049,3126,2374,3535,1772,1580,2080,2359,2250,2781,2357,3423,2516,2144,4334,2066,2254,1522,11691,2470,2173,2417,2222,2400,2638,4626,5895,2688,1840,1663,1705,2616,11184,33467,11235,16689,18591,11604,17657,21339,14403,12722,25146,19239,11266,13253,14741,19616,25393,14740,14976,23124,20235,13496,17767,23012,27539,20766,23742,24531,40080,30437,27251,21410,17343,15241,45531,16957,29091,20200,20646,40988,23252,16297,22749,22947,16800,11907,15450,18382,0,4,0,11,6,8,12,1,6,0.36744,1.0,0.84812,2,2,3,4,5,4,5,5,4,5,5,2,5,4,2,2.33333333333333,3.83333333333333,4.5,4.33333333333333,3.66666666666667,0.042,1.0,0.875
140,18.0,4,2,2,3,4,1,4,3,4,1,1,4,1,3,4,3,1,4,4,3,4,5,5,2,4,5,3,4,5,5,2,2,1,0,0,0,0,0,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2577,9880,2700,4659,3045,2136,18677,13282,1301,1286,2442,4950,4039,1690,4880,3607,2227,1840,2530,11672,1337,1187,1558,34787,1566,15067,2931,2004,42220,1871,1352,1980,5412,1381,3239,2395,2410,1708,2941,3403,2562,2891,6852,2736,1724,1458,1427,4296,15564,24209,9788,9814,20859,10258,12203,26586,18532,10035,19607,25705,15704,12335,36576,8900,45026,26687,9578,42946,15157,11941,10012,40129,18842,45595,30179,30247,51397,17059,10920,20331,35392,9172,20554,18700,41516,23830,10852,40403,33530,16887,21161,24377,25552,12617,15668,37536,0,7,3,9,7,5,9,3,5,0.24663,0.42923,0.32736,2,3,2,2,2,3,1,1,2,5,5,5,4,5,4,2.5,3.0,2.0,4.83333333333333,4.33333333333333,0.091,1.0,0.867
141,18.0,5,3,4,4,3,2,4,2,2,2,2,4,2,4,4,4,2,3,4,2,4,4,4,2,5,5,2,2,4,4,2,1,1,0,0,0,0,0,1,3,3,3,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,5447,20739,2052,18780,2500,2916,8047,28981,1796,1365,5388,3104,3922,3629,5216,6015,5638,2838,4187,12813,21017,2613,4024,34325,5909,7065,9132,3868,17686,2115,8907,4873,27243,1930,23941,3437,2828,7218,2268,39250,3734,20427,5023,24489,3058,2276,3501,2612,14093,20188,11200,22651,22964,13076,25594,38719,23584,13171,15931,22509,17953,14765,26464,7683,21310,16102,12115,28648,22932,23422,19499,76862,23632,40424,39722,34149,46204,21592,22657,17557,18292,10482,45552,25372,16467,23797,31683,59750,16720,8688,19726,17375,16582,11925,32671,34578,0,6,1,9,3,6,11,3,9,0.45377,0.78403,0.36226,1,2,2,4,4,4,2,2,2,4,4,4,3,4,4,2.16666666666667,4.0,2.5,4.16666666666667,3.83333333333333,0.056,0.955,0.854
142,18.0,4,3,2,4,5,2,4,2,2,5,3,5,2,2,5,5,3,4,4,2,2,3,1,1,5,4,3,2,2,3,2,2,1,0,0,0,0,0,2,3,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1564,12916,1554,5778,2406,4961,5607,22877,2797,8292,3170,8729,4396,3239,6413,5072,9193,4264,4491,7039,2069,3514,3637,2732,2514,6040,6127,6253,2206,4931,1938,4226,2463,4569,16992,3079,3375,2710,3784,3827,10750,5410,11032,5129,3457,1711,3361,4608,12082,31305,9880,19043,14439,12737,20432,29520,12394,20570,12052,30576,13368,12137,22343,11229,28778,18210,10555,21424,27142,7965,11867,49943,12441,37063,33530,10753,37810,34241,16175,26057,19900,10203,32365,18410,15704,14660,14405,36681,25127,20013,29807,12066,17151,11267,18047,37134,0,2,1,11,6,10,11,1,6,0.21943,0.73622,0.73229,2,4,2,4,4,4,5,4,4,4,3,3,3,4,5,2.5,4.33333333333333,4.66666666666667,3.5,4.0,0.045,0.958,0.913
143,18.0,3,4,3,2,3,4,4,3,4,3,2,4,2,4,4,2,2,3,4,2,4,4,4,4,3,4,3,4,4,3,2,2,0,0,0,1,0,0,3,7,6,7,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,3491,7531,2039,9877,2844,10044,4173,10619,3358,2389,8645,104112,3012,11528,4030,3274,9684,3490,4598,4737,2183,3020,4218,3177,3982,3740,19255,3983,12425,4728,4855,4230,16518,3447,8203,18201,6124,6678,2811,3533,3873,3399,12264,5018,3341,2545,2312,17315,8672,54031,21651,61250,6264,53320,7812,34040,10986,3652,29112,74641,8957,41007,48530,11142,33212,28636,8293,41607,20393,4447,10704,68778,16987,37848,101829,6972,77617,11494,5653,2829,5327,5851,56241,7045,38159,51374,3687,80718,9364,4805,65711,3547,65125,5065,11677,85717,0,3,3,10,9,9,9,2,3,0.04453,0.44616,0.56716,3,2,2,2,2,4,2,2,2,2,4,4,2,4,2,2.66666666666667,3.0,2.33333333333333,3.33333333333333,3.16666666666667,0.208,0.875,0.875
144,18.0,2,3,4,4,4,3,4,4,3,4,2,4,3,2,4,4,2,4,2,2,4,4,2,2,4,4,5,4,5,5,2,1,1,0,0,0,0,0,1,4,4,4,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,7019,11889,2266,8087,3379,4048,9422,13742,4228,936,9363,8044,5329,10452,4841,5037,4141,2696,4129,5844,2232,1418,1119,3591,4359,4815,7804,3781,4598,2438,6034,2692,5643,2038,7125,3359,3376,9015,3280,3045,9640,5027,4780,4170,1970,6423,3157,3658,18189,30020,18594,18905,2401,22591,17423,30754,15390,8610,39035,40439,12858,26720,31953,2021,46308,60294,11352,47938,49421,18427,21832,34680,11832,44534,66482,13513,44892,99047,11841,25405,25759,8556,52507,32241,37511,47490,3076,126155,27142,5736,35768,8150,27123,28956,8595,50228,0,7,5,9,9,5,7,3,3,0.07173,0.3191,0.26568,4,4,4,2,3,4,4,1,2,3,4,4,3,3,4,4.16666666666667,3.5,3.16666666666667,4.0,3.66666666666667,0.095,0.867,0.955
145,18.0,5,3,3,4,4,3,3,3,2,4,2,5,4,4,4,3,3,2,5,4,4,4,2,4,5,3,2,2,4,4,3,2,0,0,0,1,0,0,2,4,4,4,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,4274,2813,2558,18466,1289,2496,3837,2030,2454,1002,3755,3193,3851,5565,3426,2281,3134,1693,2116,10204,2677,2144,4466,7777,2994,2409,6519,8209,4894,1727,1615,2766,2206,1343,4693,4287,1654,6809,1365,3813,4324,1588,8109,9360,2390,2583,1322,6269,14442,25703,19533,39048,16330,17295,35336,34328,22567,20340,43285,68027,41433,22557,52191,22674,32123,92416,17602,26999,43710,20122,15339,29495,15144,35771,32642,25940,1261,57329,25341,33216,45001,6905,40954,37029,46204,50266,25453,42425,43341,17783,31753,30900,39875,28141,24640,37235,0,4,0,11,10,8,12,1,2,0.23063,1.0,0.93001,1,2,1,4,4,2,4,2,2,3,4,3,3,2,2,2.0,3.83333333333333,3.16666666666667,3.83333333333333,2.5,0.0,0.917,1.0
146,18.0,4,1,3,2,3,2,4,4,3,3,2,4,1,2,5,4,4,5,4,5,5,5,4,1,5,5,3,2,4,5,3,2,0,0,0,1,0,0,2,5,3,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1792,4278,1722,2958,4123,3522,3886,4530,1501,1646,2141,2628,2015,1641,2310,1620,6346,3138,2416,1664,2022,1862,1757,3217,1695,3542,2383,2098,2344,6892,5047,1932,4458,1417,6441,3395,3812,1798,1795,7718,5125,2406,3677,5570,1220,1425,1535,1752,6645,16418,6616,12451,7048,5453,5803,12541,7149,5622,21109,13042,16327,11208,11118,6904,6563,6038,7695,11220,9281,4350,8481,22047,4071,8713,23891,11121,14343,13828,3970,7702,11341,5498,14445,9843,8739,6969,6498,27059,7018,8016,14604,13291,18181,4500,13073,9547,0,7,3,8,6,5,9,4,6,0.25024,0.50657,0.22276,2,4,2,4,3,1,2,2,1,4,4,2,5,5,5,3.0,3.16666666666667,2.5,4.16666666666667,4.83333333333333,0.208,0.739,0.735
147,18.0,3,2,3,2,4,4,3,4,4,4,4,4,2,4,4,3,4,4,2,4,4,2,2,2,4,4,3,4,3,2,3,1,1,0,0,1,0,0,2,5,5,5,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,1,4132,8901,1854,2147,2225,2987,3815,9703,2418,1583,6734,3269,4452,3200,7169,1854,2376,2325,3949,3952,2310,2277,8430,5227,2466,3118,2577,2243,2858,2230,1720,6681,2329,1819,1644,6471,3675,5394,8793,3000,4591,2716,3804,8228,3925,1726,1737,1830,16913,54989,12203,20569,15081,18949,14660,21021,18896,9945,19907,42213,17344,41651,18421,11158,16444,12511,15327,20920,10223,23652,15099,17187,16217,32385,67502,22035,55879,20682,8422,15390,7612,16667,41975,25113,28583,19873,22204,57467,48809,16376,34530,5024,2956,24548,22587,37498,0,7,4,9,7,5,8,3,5,0.20603,0.39704,0.25949,3,2,4,2,2,2,4,3,2,2,2,2,4,4,4,3.16666666666667,2.66666666666667,3.33333333333333,2.33333333333333,3.83333333333333,0.091,0.875,0.867
148,18.0,4,3,3,5,4,3,4,3,1,4,5,4,4,4,4,4,2,4,2,2,2,4,3,2,4,3,2,2,3,4,3,2,0,0,0,1,0,0,2,4,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2889,2565,1494,5404,2606,2623,2426,3726,2657,1690,2982,3547,1923,2377,2139,3487,3224,6544,2815,3158,9057,1994,2142,2326,2753,4685,2879,3513,1982,2163,2011,1826,2192,2394,2760,6534,3072,10876,2020,2839,6620,2721,7462,3518,1816,3010,2314,11142,12707,43284,20539,15305,30683,11511,18765,21429,18377,15471,20368,23613,12651,15232,14587,18687,21947,20614,25286,14547,13247,18323,20187,19660,22923,32771,25557,21814,30691,20793,24001,29532,23988,17603,29235,18811,20734,16485,33811,33309,20740,18252,31059,23272,14587,22536,15309,20462,0,1,2,12,8,11,10,0,4,0.18693,0.0,0.89084,2,2,4,4,5,4,3,3,4,3,1,4,3,2,4,2.66666666666667,4.33333333333333,3.66666666666667,3.33333333333333,3.33333333333333,0.125,1.0,0.792
149,18.0,3,3,3,4,4,4,4,4,2,4,4,4,2,3,4,4,4,4,3,2,2,2,2,2,2,4,4,2,2,2,2,2,1,0,0,0,0,0,2,6,6,6,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,6107,11314,4367,4051,2378,2381,6446,5734,2625,12995,6611,3599,5506,3571,2748,4711,4290,7721,4162,5773,5218,1882,3234,2477,1910,3654,4902,10093,2202,2923,2719,8191,2055,1908,6267,3457,3922,4388,2108,3765,3331,2722,4027,5875,1971,1581,2032,2137,10366,16503,15079,18246,11719,9996,16688,18109,6872,19030,3592,26657,5192,12631,19761,6513,11771,8922,14403,15090,12406,17722,16814,26153,18265,20218,25449,1717,24783,4399,10013,1728,5314,8994,29891,16207,4167,11929,4312,44224,9015,20553,20896,4240,15795,16272,19929,25662,0,4,2,11,10,8,10,1,2,0.11482,0.28094,0.70395,3,3,3,4,4,4,4,4,4,2,2,2,3,4,4,3.33333333333333,4.0,4.0,2.0,3.83333333333333,0.223,0.958,0.735
150,18.0,2,2,4,4,3,3,4,5,2,3,3,4,3,2,4,3,4,4,2,4,4,4,4,2,3,4,5,2,4,3,3,2,1,0,0,0,0,0,2,3,3,3,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,3627,28539,1423,3624,1186,4676,6670,22045,1520,1569,2761,2478,2076,2824,3790,4503,10460,1429,2518,3379,2544,1972,3468,34252,2150,2772,5504,4705,1885,1968,2315,2331,3123,1401,2543,5171,2473,6762,2133,12784,3471,2189,8791,2709,1776,1451,1676,2263,7808,33145,10495,18306,8801,10987,19820,32722,13339,11561,17652,32515,11025,14535,17488,8544,20816,42052,19328,54226,12902,6327,12492,37581,21490,28701,35333,17135,26966,21863,18389,29819,23319,9053,58503,15812,14584,27153,16787,66020,13530,11707,50272,27001,15588,15279,17712,20086,0,7,3,10,4,5,9,2,8,0.41718,0.48235,0.28816,4,4,4,4,4,2,2,2,2,3,3,2,4,3,4,4.33333333333333,3.66666666666667,2.5,3.0,3.83333333333333,0.227,0.818,0.614
151,18.0,2,5,4,5,4,3,3,5,1,4,3,5,5,2,4,4,4,5,3,2,3,4,2,1,5,5,4,1,3,4,2,1,1,0,0,0,0,0,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,4318,17325,2936,20220,3516,9932,7127,9379,2681,2079,4182,2905,1520,9609,20431,7729,2669,2747,6703,9462,5891,1752,1032,4389,4201,7995,14728,4234,8165,4502,5140,4583,14228,5535,20234,3514,2806,5525,2337,27678,8032,1125,15156,9558,5702,26530,14942,7175,13197,21749,18836,17163,23468,16582,16659,21570,17812,16659,23122,30184,14196,17298,23111,12110,30753,17864,23787,21000,15810,16744,19667,24343,23066,36181,43214,35387,36157,30249,16943,26922,19617,13852,40256,23926,20411,33362,19815,43482,23181,29592,29699,28386,21992,21112,20637,21507,0,8,2,8,4,4,10,4,8,0.41838,0.59298,0.1568,4,4,3,5,5,4,4,3,3,3,3,2,1,1,5,4.0,4.66666666666667,3.66666666666667,3.5,3.33333333333333,0.042,0.917,0.875
152,18.0,5,2,2,4,4,4,4,2,4,4,4,3,3,4,4,4,4,4,4,3,3,2,1,2,2,4,2,3,2,3,2,1,1,0,0,0,0,0,2,3,3,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1695,2923,2219,1640,3407,1730,2659,15303,2024,2054,2617,3439,1714,4254,2236,1939,2168,5080,3570,5405,2835,1908,2792,14928,2759,6257,8020,3039,3303,1662,2433,2272,2402,3332,12347,3554,2061,2544,3571,3832,4821,4762,4722,6007,2640,2739,2986,3490,10447,39359,13894,30119,4226,13208,18269,72595,11294,18757,23038,39696,11036,21010,18575,13207,22970,9038,8164,22017,12928,9429,13447,28790,18656,7778,62950,7787,48088,6250,8782,19172,13748,14205,36071,20318,13404,14981,5885,40483,20403,19786,29050,3548,21781,5580,15505,56800,0,6,6,6,4,6,6,6,8,0.08333,0.54546,0.0,1,2,2,3,2,3,5,4,3,2,2,2,4,3,4,1.83333333333333,3.16666666666667,4.0,2.16666666666667,3.83333333333333,0.208,0.958,0.75
153,18.0,5,3,2,4,4,2,3,1,2,2,2,4,3,4,5,4,2,2,4,4,4,4,4,3,5,4,1,1,4,5,3,1,1,0,0,0,0,0,2,4,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,4085,8453,1624,9652,3082,11359,7167,23408,2583,2656,7125,5269,7445,3266,3259,2908,1925,2335,3029,5313,6133,2068,4007,2392,2796,10419,3467,6814,5354,2098,4047,2048,3328,2672,6657,5156,2317,13090,3295,18455,4355,5857,5656,3843,2720,5168,7280,6832,12755,48703,18463,38281,18259,11747,14237,34908,27236,18588,21205,61584,11611,13329,20813,16260,23140,31514,27757,26603,26097,17321,27778,23640,30268,26256,30736,24411,34960,22521,31748,26072,15234,15000,58375,33127,16739,20063,25208,54702,31098,14161,31299,23468,52955,12785,21985,43978,0,10,4,7,4,2,8,5,8,0.375,0.46667,0.0,1,2,2,5,4,2,2,2,2,4,4,4,3,3,3,1.5,4.0,2.66666666666667,4.33333333333333,3.0,0.083,0.917,0.917
154,18.0,2,2,2,1,5,2,3,4,3,4,4,3,3,2,4,4,4,4,2,4,2,4,1,3,4,4,4,4,3,2,2,2,1,0,0,0,0,0,2,3,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,3996,4132,1555,4653,3604,4386,5023,7101,2842,3385,2949,8081,3024,2954,5127,4381,9119,3494,7829,5952,2903,2642,3292,6093,3407,2797,4424,4107,2368,2302,3252,2516,3336,2106,7857,5786,3314,3393,2485,4172,5085,13578,6552,6597,2427,2495,3447,3923,18196,24937,16417,18956,14680,11299,57650,26033,48313,37236,55653,41296,38337,24013,26537,27292,22903,23425,24835,27073,34627,20375,26720,23586,8792,60485,41504,48526,40766,54514,27614,30037,20765,5986,38136,13623,21574,75982,28304,48542,28364,17742,35896,50915,18546,16248,13841,30274,0,7,3,8,4,5,9,4,8,0.33333,0.57143,0.12501,4,4,4,2,3,2,5,3,4,4,2,2,4,3,3,3.66666666666667,2.5,4.16666666666667,3.0,3.5,0.25,0.958,0.7
155,20.0,4,3,5,4,4,4,2,5,1,5,4,5,5,1,5,5,5,5,1,2,2,2,1,2,4,4,5,1,1,1,3,2,1,0,0,0,0,0,2,3,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1831,2357,1431,2713,3542,5469,3288,12068,2099,1907,6366,5815,2030,1464,2291,2314,2186,2385,1824,3443,1510,10061,3453,3437,1641,7585,1978,4421,1694,1961,1548,1679,9643,2356,4747,3314,1830,1561,2059,3395,2088,3170,6801,14769,1833,1589,5350,16033,7516,15736,18207,18225,21844,11024,31866,26887,10509,8922,16854,20063,31255,18240,45048,12265,24232,18990,23419,52315,13720,22833,41518,74606,16636,30847,34938,30248,27549,21795,17988,15046,10584,8098,25481,23249,14218,19190,11267,79653,37506,11699,34286,18141,52692,27086,16473,50574,0,4,1,9,7,8,11,3,5,0.21561,0.71152,0.58865,2,5,5,5,5,4,5,5,4,2,2,1,3,1,4,4.5,4.66666666666667,4.66666666666667,2.0,3.16666666666667,0.25,0.958,0.625
156,18.0,4,2,4,3,5,1,5,2,1,5,2,4,4,3,5,5,2,4,1,1,4,5,2,1,5,5,3,1,3,4,2,1,1,0,0,0,0,0,2,3,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,7875,2906,1831,2892,8763,5341,4482,53548,3001,1660,5243,10547,4516,2640,2291,2716,6980,4187,4242,5210,2416,2038,2346,4042,2806,2799,4811,4501,3981,2351,2510,1864,2021,2369,10232,9336,2287,2653,2857,4321,5592,4851,4281,4391,11244,1484,6250,2310,19597,33099,14969,23589,41162,22404,20505,25531,15174,11641,27701,30506,21365,21679,29074,16615,17021,30274,20761,29656,15596,13232,35660,21145,15244,55736,34457,22138,36425,36783,11586,22076,19770,18141,37034,28185,22692,28200,23385,34602,13894,14320,30797,10221,27078,14226,30813,30985,0,5,5,10,8,7,7,2,4,0.09478,0.34795,0.37179,2,3,5,5,5,5,4,3,2,5,4,4,4,2,5,3.16666666666667,4.5,4.0,4.5,4.16666666666667,0.269,0.913,0.648
157,,4,3,4,5,3,2,4,5,4,2,4,4,4,4,4,5,5,5,2,2,4,5,5,3,5,3,5,4,5,5,2,2,1,0,0,0,0,0,2,3,3,4,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1374,2431,945,3769,1368,4537,1747,5413,536,2760,4452,8367,2194,3774,3734,851,2357,2694,3203,3354,1586,1821,608,3533,4351,2080,3535,1513,3016,1904,704,1228,3718,1219,3762,3464,1422,2239,9054,3865,5590,3503,3829,1317,1379,1840,723,3455,5225,28836,8067,16059,20643,16431,9540,27491,9548,10896,3044,29738,14780,23569,25123,690,14003,9558,6106,13477,2068,3264,2680,25381,20095,5976,25536,18879,55405,7646,1781,10193,2922,23257,50911,17359,1287,17544,6112,22702,2237,17266,34327,5742,7033,3975,19520,15195,0,3,4,9,4,9,8,3,8,0.14721,0.61971,0.27904,2,2,4,2,2,4,1,1,2,4,2,1,3,2,3,3.66666666666667,3.5,2.33333333333333,3.66666666666667,3.33333333333333,0.133,0.864,0.822
158,18.0,2,4,4,4,4,2,2,4,2,2,2,4,2,2,4,2,2,4,4,2,4,4,4,2,4,4,4,4,4,4,3,2,1,0,0,0,0,0,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,5165,2190,767,8197,2793,1788,3642,5524,1381,1139,5601,2149,1996,1076,2217,1629,5259,1381,2476,2436,4570,2635,2741,2721,1695,8255,2595,2201,2127,6438,2591,3287,5671,3490,13127,1927,1426,3658,1658,2047,3325,14736,5266,2778,1161,2321,1614,2791,3983,35263,13049,12172,4344,9765,7198,36209,6831,8948,18081,18498,4390,5118,21707,6095,8108,19518,7818,18045,5257,11692,26609,26532,4671,25406,22371,2801,40816,3923,3064,3279,7444,4938,20784,14365,3845,9421,12423,27077,23744,8422,24043,17621,16185,6668,8788,23803,0,6,3,7,5,6,9,5,7,0.2098,0.59612,0.16124,4,4,2,2,4,4,2,2,2,4,4,4,2,4,4,3.66666666666667,3.66666666666667,2.33333333333333,4.0,3.33333333333333,0.125,1.0,0.875
159,20.0,4,2,3,4,5,3,3,3,2,5,2,5,2,4,5,5,3,3,4,3,2,3,1,3,4,4,3,4,2,2,3,2,1,0,0,0,0,0,2,5,3,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2354,3710,2959,3031,3017,4575,10781,13087,3327,3930,2939,4356,2250,2741,4852,2459,3485,2542,3263,4223,3096,3361,2763,35335,3099,4974,3297,5149,3880,4870,4854,4281,2224,3101,7997,5601,2464,2620,4148,2951,4613,5984,3841,22230,2403,2523,3501,15868,14092,23662,13861,30985,17188,15934,22711,44360,19861,15616,22295,48625,16922,15985,53794,19796,26450,27687,19435,57266,20660,36169,15027,58534,20491,46550,34415,33431,37283,23227,21923,26297,18637,44132,25199,74347,21968,36409,19189,59722,18015,18109,43017,33783,16391,15309,31320,40992,0,6,0,12,5,6,12,0,7,0.54167,0.99976,1.0,2,2,2,2,4,3,5,4,4,3,4,3,4,4,3,2.5,3.83333333333333,4.66666666666667,3.16666666666667,3.5,0.083,1.0,0.875
